,Review,Ratings
4546,Awesome good bestREAD MORE,5
4548,Awesome Product is nice and delivered in time..READ MORE,4
4549,Not recommended at all goodREAD MORE,4
4550,Perfect product! ExcellentREAD MORE,5
4551,Delightful Original shuttle very fine for play outside too.READ MORE,5
4553,Pretty good Very good shuttleREAD MORE,5
4554,Terrific purchase Awesome product..READ MORE,5
4555,Mind-blowing purchase ImpressedREAD MORE,5
4558,Mind-blowing purchase Long lastingREAD MORE,5
4559,Mind-blowing purchase product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,1
4560,Moderate Good product...thnx flipcartREAD MORE,5
4561,Simply awesome Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,4
4562,Don't waste your money Nice qualityREAD MORE,5
4565,Very Good Value for moneyREAD MORE,5
4566,Wonderful No words about this.... awesome productREAD MORE,5
4567,Very poor I felling Very good when I play.READ MORE,4
4568,Fabulous! Nice product.READ MORE,5
4569,Excellent greatREAD MORE,5
4570,Worth every penny After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,2
4571,Highly recommended Super Durable ShuttelsREAD MORE,5
4572,Good Poor qualityREAD MORE,1
4573,Mind-blowing purchase niceREAD MORE,4
4574,Not recommended at all SuperREAD MORE,4
4575,Delightful Nice productsREAD MORE,4
4576,Worth the money Good product good delivery serviceREAD MORE,5
4577,Fair The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,1
4578,Simply awesome Awesome purchaseREAD MORE,5
4579,Wonderful Good serveceREAD MORE,5
4580,Just wow! Very nice and best priceREAD MORE,5
4582,Value-for-money Life time is less.READ MORE,3
4583,Fair good product..READ MORE,5
4584,"Classy product Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",1
4585,Very poor Recomended for medium range players.READ MORE,4
4586,Fabulous! Some are at yellow part getting dammage quickly other than that okREAD MORE,4
4587,Great product Average .READ MORE,3
4588,Useless product Best in The MarketREAD MORE,5
4589,Must buy! Good shuttleREAD MORE,4
4590,Terrific purchase Good product and delivery  thanks to flipcartREAD MORE,5
4591,Wonderful Best in class followed by durabilityREAD MORE,5
4593,Worth every penny NO BADREAD MORE,3
4594,Delightful Good productREAD MORE,5
4595,Just wow! The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,1
4597,Really Nice Super perfect flyREAD MORE,5
4598,Wonderful poor quality.....READ MORE,1
4599,Awesome Good shuttleREAD MORE,5
4600,Perfect product! Price is goodQuality is goodAnd also fast deliveryREAD MORE,5
4601,Terrific What a shuttle like yonex branding best shuttles everREAD MORE,5
4602,Brilliant Better for both indoor and outdoorREAD MORE,4
4604,Simply awesome goodREAD MORE,4
4605,Did not meet expectations Best quality 👌READ MORE,5
4606,Delightful good stuff....READ MORE,5
4609,Classy product nice shuttleREAD MORE,5
4610,Simply awesome Very bice productREAD MORE,5
4611,Good BestREAD MORE,5
4613,"Awesome Good one , timely deliveredREAD MORE",4
4614,Super! Aswm product i am happy with itREAD MORE,5
4615,Nice product SuperREAD MORE,1
4616,Very Good Nice one. Very durable.READ MORE,4
4617,Simply awesome Its quality is similar as i wanted....i satisfiedREAD MORE,5
4618,Best in the market! Good Product and Excellent ServiceREAD MORE,5
4620,Not recommended at all superbREAD MORE,5
4621,Highly recommended Some shuttle have flight problemREAD MORE,3
4622,Just wow! Good qualityREAD MORE,4
4623,Simply awesome AwsmREAD MORE,5
4624,Just wow! Got original ones .READ MORE,5
4626,Pretty good Good choiceREAD MORE,4
4627,Good choice Good service and good productREAD MORE,5
4628,Perfect product! ThankuREAD MORE,5
4629,Terrific Not badREAD MORE,5
4630,Brilliant Poor qualityREAD MORE,1
4631,Worth the money bestREAD MORE,5
4632,Does the job goodREAD MORE,5
4635,Brilliant Reliable..READ MORE,4
4636,Waste of money! NiceREAD MORE,4
4639,Delightful Good we can buyREAD MORE,5
4640,Not good Good product and timely deliveredREAD MORE,5
4641,Excellent Not goodREAD MORE,4
4642,Awesome GudREAD MORE,3
4643,Perfect product! bestREAD MORE,5
4644,Brilliant Damage product...READ MORE,3
4646,Nice product Very very bad qualtyREAD MORE,1
4647,Highly recommended great lovebitREAD MORE,5
4648,Terrific purchase As regular 😇READ MORE,4
4649,Highly recommended OkREAD MORE,4
4650,"Fabulous! Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",2
4651,"Nice product Good and lasting, it is normal, i think it is the bestREAD MORE",5
4652,Good quality product nice landing safely nice shuttlesssssREAD MORE,5
4654,Very Good Good quality of the productREAD MORE,5
4655,Great product good quality of shuttles.....READ MORE,5
4656,Terrible product GoodREAD MORE,4
4657,Great product Got with proper Yonex authenticationREAD MORE,5
4658,Just wow! thank you....READ MORE,5
4659,Very poor Excellent condition/performance...READ MORE,5
4661,Good quality product ExcellentREAD MORE,4
4664,Perfect product! Awesome look & materialREAD MORE,4
4665,Just okay I love this productREAD MORE,5
4666,Unsatisfactory Items quality are too badREAD MORE,1
4667,Value-for-money MiceREAD MORE,5
4669,Great product Only for 2-4 game ...Very bad quality..not as original productREAD MORE,1
4670,Really Nice niceREAD MORE,5
4671,Worth the money Quality slightly decrease compared with oldREAD MORE,4
4672,Great product BestREAD MORE,4
4674,Best in the market! Good shuttleREAD MORE,5
4675,Super! Kk good not badREAD MORE,3
4676,Very poor wast of money cheap qualityREAD MORE,1
4677,Wonderful AwsomeREAD MORE,4
4678,Awesome good productREAD MORE,5
4679,Highly recommended superREAD MORE,5
4680,Excellent good gualityREAD MORE,4
4681,Value-for-money Genuine product low cost👍READ MORE,4
4682,Wonderful very good product. speed of the shuttle in the air is good.READ MORE,5
4685,Does the job kwality is best ..READ MORE,5
4686,Great product bad quality .. don't waste your money ...READ MORE,1
4687,Good goodREAD MORE,4
4688,Not good Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,5
4689,Best in the market! Quality is excellentREAD MORE,5
4691,Simply awesome Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,4
4692,Fair Nice product.......... durable alsoREAD MORE,4
4693,Just wow! Not likedREAD MORE,1
4694,Good choice lasting....READ MORE,5
4697,Worth the money niceREAD MORE,3
4698,Just wow! In 6 Shuttles only 2 are original shuttles....READ MORE,2
4699,Good choice Super QualityREAD MORE,5
4700,Nice good just like feather shuttleREAD MORE,5
4701,Mind-blowing purchase Quality good.... cheaper than shops...speed ok...READ MORE,5
4702,Hated it! okREAD MORE,3
4703,Simply awesome Best in Value. Used it.READ MORE,5
4704,Just wow! Original productREAD MORE,4
4705,Wonderful good qualityREAD MORE,5
4706,Wonderful Bit costlyREAD MORE,5
4707,"Waste of money! Excellent service, got in one day even at remote location like GangtokREAD MORE",4
4708,Mind-blowing purchase Best product and lowest price 664READ MORE,5
4709,Good choice bestREAD MORE,4
4710,Terrific purchase Nice shuttle you can order itREAD MORE,3
4711,Worth every penny Very good correct flight and reliableREAD MORE,5
4712,Excellent Useless  productREAD MORE,1
4713,Wonderful Good product fast deliveryREAD MORE,5
4714,Just okay Original item with much lower price than the local market.READ MORE,5
4715,Very poor Money worthyREAD MORE,4
4716,Great product Very good.. thanks fkartREAD MORE,4
4717,Brilliant Not of good quality plesae don't purchaseREAD MORE,1
4718,Must buy! Nice shuttleREAD MORE,5
4719,Slightly disappointed Got the product as expectedREAD MORE,4
4720,"Hated it! Good,  but light wet heREAD MORE",5
4721,Decent product goodREAD MORE,5
4722,Wonderful Good itemREAD MORE,1
4723,Brilliant good oneREAD MORE,5
4724,Perfect product! Shuttles are not long lasting...READ MORE,3
4725,Delightful GoodREAD MORE,1
4726,Wonderful thanks flipcartREAD MORE,5
4729,Best in the market! I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,2
4730,Mind-blowing purchase Very bad product given faults in the shuttlesREAD MORE,1
4731,Fabulous! Each shuttle lasted for 2-3 days onlyREAD MORE,3
4732,Mind-blowing purchase orginal productREAD MORE,4
4734,Good choice very osom productREAD MORE,5
4735,Classy product Great for playREAD MORE,4
4736,Waste of money! Good productREAD MORE,5
4738,Good quality product Such a good product ? for shuttle loversREAD MORE,5
4740,Really Nice superREAD MORE,5
4741,Horrible Still GoodREAD MORE,5
4742,Best in the market! superb shuttlesREAD MORE,5
4743,Terrific purchase original yonex shuttlecocksREAD MORE,5
4744,Terrific strong n durableREAD MORE,4
4746,"Best in the market! this is not original shuttle , fulll money wasteREAD MORE",1
4747,Really Nice goodREAD MORE,5
4748,Must buy! Nice productREAD MORE,4
4750,Awesome It's a good purchase.READ MORE,4
4751,Authenticated product by Sunrise barcode validation one day for one shuttle worst quality by flipkartREAD MORE,1
4752,Worth the money niceREAD MORE,5
4754,Brilliant goodREAD MORE,5
4756,Perfect product! nice productREAD MORE,5
4757,Classy product good oneREAD MORE,4
4758,Useless product good productREAD MORE,5
4759,Good choice good productsREAD MORE,5
4760,Don't waste your money Good productREAD MORE,5
4761,Wonderful 1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.READ MORE,4
4762,Wonderful niceREAD MORE,4
4763,"Great product Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖READ MORE",5
4764,Great product very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my moneyREAD MORE,5
4765,"Good quality product This time quality not good, please care about it brotherREAD MORE",3
4766,Awesome original and yes the best shuttle in the market ryt now.READ MORE,5
4767,Classy product excellent product.. good quality..  🥰 loved it...  and last longREAD MORE,5
4768,Very poor Bad qualityREAD MORE,1
4769,Waste of money! great but seems fast than naturalREAD MORE,4
4770,Delightful These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.READ MORE,1
4771,Nice It's awesome ...READ MORE,4
4773,Highly recommended niceREAD MORE,5
4775,Pretty good goodREAD MORE,4
4776,Great product good product fullfill my expectation thank you flipkartREAD MORE,5
4778,Unsatisfactory Not goodREAD MORE,1
4779,Terrific worst productREAD MORE,1
4780,"Excellent Original one, very nice to play.. bought this @ 699...READ MORE",4
4783,Could be way better Good oneREAD MORE,5
4784,Terrible product I am happy with this productREAD MORE,5
4785,Terrific niceREAD MORE,4
4786,Good choice BestREAD MORE,5
4787,"Awesome original from yonex, great value for moneyREAD MORE",5
4788,Utterly Disappointed Lasting only for 3 gamesREAD MORE,1
4789,Worth every penny good productREAD MORE,5
4790,Nice product goodREAD MORE,5
4791,Super! goodREAD MORE,4
4792,Good choice good qualityREAD MORE,5
4793,Worth every penny not badREAD MORE,2
4794,Very Good WorstREAD MORE,1
4795,Excellent superb productREAD MORE,5
4796,Moderate good productREAD MORE,4
4797,Must buy! good product and Long time certificationREAD MORE,5
4798,Very Good Bad qualityREAD MORE,1
4799,Good quality product niceREAD MORE,5
4800,Worthless goodREAD MORE,4
4802,Worth the money SatisfiedREAD MORE,4
4803,Does the job very niceREAD MORE,5
4804,Worthless GoodREAD MORE,4
4805,Nice Nice delivery of the product and very punctual according to the timingREAD MORE,5
4806,Terrific get damaged very soonREAD MORE,2
4807,Terrific purchase original productREAD MORE,5
4808,Useless product Best purchaseREAD MORE,4
4809,Unsatisfactory great productthanks FlipkartREAD MORE,4
4810,Great product quality is very poor.READ MORE,1
4811,Worthless Nice ProductREAD MORE,5
4812,Good choice worth for moneyREAD MORE,4
4813,Could be way better Osm very niceREAD MORE,3
4814,Awesome worst. two pieces were damaged tooREAD MORE,1
4815,Excellent some shuttle are too good and some are not that muchREAD MORE,3
4816,Nice product Very good productREAD MORE,5
4817,Does the job nyc productREAD MORE,5
4818,Wonderful Quality not good giving damage goods .READ MORE,1
4819,Very poor the product is very damagedREAD MORE,1
4820,Awesome SuperREAD MORE,5
4821,Brilliant wasteREAD MORE,1
4822,Terrific purchase nice productREAD MORE,4
4823,Awesome Meterial is low qualityREAD MORE,2
4824,Terrific purchase nice productREAD MORE,5
4825,Must buy! very nice shuttleREAD MORE,5
4826,Terrific It's very attractive and smart...READ MORE,4
4827,Did not meet expectations not good for wintersREAD MORE,3
4828,Does the job Nice shuttleREAD MORE,5
4829,Bad quality Thanks flipkart for delivering in just 12hrs.READ MORE,1
4830,Worst experience ever! I am satisfied with the productREAD MORE,5
4831,Terrific Not a good product  shuttle damages for only for 3 matchesREAD MORE,5
4832,Classy product excellentREAD MORE,5
4833,Expected a better product work goodREAD MORE,4
4834,Could be way better super productREAD MORE,5
4835,Wonderful very good perfomingREAD MORE,5
4836,Nice product Good quality  genuine productREAD MORE,5
4837,Pretty good very badREAD MORE,1
4838,Expected a better product normal qualityREAD MORE,3
